"TF","gene_type","importance"
"acj6","NP",55.4246845500913
"ap","NP",76.0610720611749
"Awh","NP",95.6383532374965
"bru3","NP",83.2440726577375
"CG12116","NP",106.99597888805
"CG16779","NP",47.9718918504228
"CG42458","NP",47.1488875001419
"CG44422","NP",97.6404944572211
"ct","NP",156.936390550926
"ey","NP",127.184570740577
"hbn","NP",52.4528795392201
"Hr51","NP",66.0059682946738
"kn","NP",47.406637604854
"Lim3","NP",66.3466765838143
"mamo","NP",62.2039257717805
"orb","NP",209.027257075365
"pan","NP",58.7651620567073
"pdm3","NP",56.2746451066187
"Poxn","NP",88.7157891357173
"pros","NP",53.9088536303504
"Rbp6","NP",73.4065871492345
"scro","NP",189.000835873256
"shep","NP",65.628506355222
"srp","NP",54.9567221340847
"sug","NP",54.6109374972064
"sv","NP",82.4925360299139
"teq","NP",53.6761790641373
"trv","NP",49.2537370025941
"Awh","NPR",67.1244939652868
"bru3","NPR",76.4138885331428
"bsh","NPR",52.3154889152886
"CG12116","NPR",64.6999302107351
"CG44422","NPR",107.10841121333
"cnc","NPR",62.7852134133571
"ct","NPR",77.2331553710834
"dar1","NPR",47.0008158742372
"Dfd","NPR",55.8939752442367
"dve","NPR",83.144652717965
"Eip93F","NPR",126.510531674658
"erm","NPR",83.6319756493157
"foxo","NPR",75.9998772900088
"fus","NPR",107.658373255
"grh","NPR",103.109718987671
"grn","NPR",112.521057286523
"hbn","NPR",61.049315463517
"knrl","NPR",52.3006686375148
"Lim1","NPR",46.9888595002456
"luna","NPR",48.3596949639797
"NFAT","NPR",70.9586858908577
"orb","NPR",93.3814388645856
"pan","NPR",69.9280591054278
"pdm3","NPR",56.1466833988332
"Rbfox1","NPR",61.5316302485159
"Rbp6","NPR",66.0444988965653
"rib","NPR",53.2299441902866
"scro","NPR",81.6084450092968
"sim","NPR",47.7188831354051
"SoxN","NPR",69.75698041902
"srp","NPR",71.8923836818195
"ss","NPR",51.4769073747133
"Strn-Mlck","NPR",86.8380454393734
"sug","NPR",51.8519674179084
"Zasp52","NPR",66.7399890133985
"zfh1","NPR",51.5664870781743
"zfh2","NPR",70.8562708503269
